name,group,epoch,country,sex,year_from,year_to,haplogroup,lat,lon,fasta_url
OBKR_85,EBAGe,Bronze Age,Germany,F,-2113,-1915,H27,48.266517639160156,10.878156661987305,/static_md5/data/fasta/OBKR_85.fa
POST_111,EBAGe,Bronze Age,Germany,F,-2122,-1941,U5b2b2,48.307926177978516,10.893831253051758,/static_md5/data/fasta/POST_111.fa
RISE254,BAHu,Bronze Age,Hungary,M,-2128,-1909,J1c9,47.33000183105469,18.959999084472656,/static_md5/data/fasta/RISE254.fa
MX288,BAGe,Bronze Age,Germany,M,-2199,-2028,K1a1a,47.76709747314453,8.872239112854004,/static_md5/data/fasta/MX288.fa
I4951,BBC,Bronze Age,Great Britain,M,-2500,-1800,K1b1a1,51.2400016784668,-1.7599999904632568,/static_md5/data/fasta/I4951.fa
I1182,CANE,Copper Age,Israel,F,-4500,-3900,T1a+152,32.977108001708984,35.337562561035156,/static_md5/data/fasta/I1182.fa
MX298,NESw,Neolithic,Switzerland,M,-2620,-2448,X2b4,47.45000076293945,9.291999816894531,
JK2881,CLNE,Classical Age,Egypt,U,-367,-212,T2c1,29.899999618530273,31.200000762939453,
I0441,YAM,Bronze Age,Russia,F,-3010,-2622,H2b,52.29999923706055,52.04999923706055,/static_md5/data/fasta/I0441.fa
I1183,CANE,Copper Age,Israel,F,-4500,-3900,R0a,32.977108001708984,35.337562561035156,/static_md5/data/fasta/I1183.fa
MX299,NESw,Neolithic,Switzerland,M,-2910,-2679,-,47.26206588745117,7.659834861755371,
I1282,CAIB,Copper Age,Spain,M,-3363,-1903,H3,42.33000183105469,-3.5,/static_md5/data/fasta/I1282.fa
WEHR_1414,EBAGe,Bronze Age,Germany,U,-2022,-1897,K1a1b1g,48.3489990234375,10.89799976348877,/static_md5/data/fasta/WEHR_1414.fa
I1184,CANE,Copper Age,Israel,F,-4500,-3900,T1a+152,32.977108001708984,35.337562561035156,/static_md5/data/fasta/I1184.fa
WEHR_1586,EBAGe,Bronze Age,Germany,F,-1951,-1779,V,48.3489990234375,10.89799976348877,/static_md5/data/fasta/WEHR_1586.fa
C1,IACA,Iron Age,Nepal,M,-1200,-450,D4j1b,28.716049194335938,83.51542663574219,
MX304,NESw,Neolithic,Switzerland,M,-2866,-2601,-,46.583499908447266,6.524499893188477,/static_md5/data/fasta/MX304.fa
S10,BACA,Bronze Age,Nepal,M,-200,700,M9a1a1c1b1a,29.219789505004883,84.02228546142578,
MX310,NESw,Neolithic,Switzerland,M,-2862,-2581,-,47.10100173950195,7.406000137329102,
poz090,CAUk,Copper Age,Ukraine,M,-3350,-3200,U2e1a1,48.241668701171875,28.476388931274414,
poz094,BAB,Bronze Age,Ukraine,F,-2200,-1600,J2b1a,48.241668701171875,28.476388931274414,
I3575,MAIB,Middle Ages,Spain,M,400,600,U5b1+16189+@16192,37.32444381713867,-4.005833148956299,/static_md5/data/fasta/I3575.fa
S41,BACA,Bronze Age,Nepal,M,-200,700,F1d,29.219789505004883,84.02228546142578,
RA42,NESw,Neolithic,Switzerland,F,-3340,-3097,H3ap,47.26206588745117,7.659834861755371,/static_md5/data/fasta/RA42.fa
JK2886,CLNE,Classical Age,Egypt,U,-398,-373,T1a7,29.899999618530273,31.200000762939453,
POST_131,EBAGe,Bronze Age,Germany,F,-2120,-1938,T2c1d+152,48.307926177978516,10.893831253051758,/static_md5/data/fasta/POST_131.fa
poz220,CAT,Bronze Age,Ukraine,F,-2834,-2499,X4,48.198055267333984,28.44361114501953,/static_md5/data/fasta/poz220.fa
RA43,NESw,Neolithic,Switzerland,F,-3330,-3216,K1a4a1a,47.26206588745117,7.659834861755371,/static_md5/data/fasta/RA43.fa
poz356,BAB,Bronze Age,Ukraine,M,-1880,-1771,H1e,48.389442443847656,28.406389236450195,/static_md5/data/fasta/poz356.fa
RA44,NESw,Neolithic,Switzerland,F,-2914,-2871,K1a+195,47.26206588745117,7.659834861755371,/static_md5/data/fasta/RA44.fa
S35,BACA,Bronze Age,Nepal,M,-200,700,M9a1a,29.219789505004883,84.02228546142578,
RA45,NESw,Neolithic,Switzerland,F,-3096,-2927,H1,47.26206588745117,7.659834861755371,/static_md5/data/fasta/RA45.fa
poz225,YAM,Bronze Age,Ukraine,U,-2858,-2621,U5a1i1,48.198055267333984,28.44361114501953,/static_md5/data/fasta/poz225.fa
I3576,MAIB,Middle Ages,Spain,M,408,538,T2c1a2,37.32444381713867,-4.005833148956299,/static_md5/data/fasta/I3576.fa
S40,BACA,Bronze Age,Nepal,F,-200,700,F1c1a1a,29.219789505004883,84.02228546142578,
RA54,NESw,Neolithic,Switzerland,F,-2463,-2274,J2b1a2,47.193599700927734,8.121999740600586,/static_md5/data/fasta/RA54.fa
RA57,NESw,Neolithic,Switzerland,F,-2905,-2886,J2b1a2,47.312198638916016,7.384300231933594,/static_md5/data/fasta/RA57.fa
poz286,CWC,Neolithic,Poland,F,-2800,-2300,H15a1,49.95000076293945,20.316659927368164,/static_md5/data/fasta/poz286.fa
I1284,CAIB,Copper Age,Spain,M,-3363,-1903,H3,42.33000183105469,-3.5,/static_md5/data/fasta/I1284.fa
NF-15c,NAMA,Middle Ages,USA,U,1150,1700,A2f1,40.33399963378906,-90.0530014038086,
NF-47c,NAMA,Middle Ages,USA,U,1150,1700,D1,40.33399963378906,-90.0530014038086,
RA58,NESw,Neolithic,Switzerland,M,-2937,-2886,H7d,47.312198638916016,7.384300231933594,/static_md5/data/fasta/RA58.fa
JK2889,CLNE,Classical Age,Egypt,M,-797,-674,U7,29.899999618530273,31.200000762939453,
NF-95c,NAMA,Middle Ages,USA,U,1150,1700,B2,40.33399963378906,-90.0530014038086,
poz235,CWC,Neolithic,Poland,F,-2800,-2300,H2a2,50.44694519042969,23.70166778564453,/static_md5/data/fasta/poz235.fa
NF-217c,NAMA,Middle Ages,USA,U,1150,1700,A2+(64)+@153,40.33399963378906,-90.0530014038086,
I3577,MAIB,Middle Ages,Spain,F,400,600,H5b,37.32444381713867,-4.005833148956299,/static_md5/data/fasta/I3577.fa
I1300,CAIB,Copper Age,Spain,F,-3363,-1903,K1a2a,42.33000183105469,-3.5,/static_md5/data/fasta/I1300.fa
POST_140,EBAGe,Bronze Age,Germany,M,-2114,-1926,H41a,48.307926177978516,10.893831253051758,/static_md5/data/fasta/POST_140.fa
UNTA58-62_68Sk1,BBC,Bronze Age,Germany,M,-2470,-1776,J1c,48.31654739379883,10.891151428222656,/static_md5/data/fasta/UNTA58-62_68Sk1.fa
ERS1790732,BANE,Bronze Age,Lebanon,M,-1600,-1600,HV1b1,33.55992889404297,35.375640869140625,
RISE559,BBC,Copper Age,Germany,F,-2461,-2207,H46,48.33000183105469,10.899999618530273,
RA59,NESw,Neolithic,Switzerland,F,-2898,-2861,H1+16311,47.312198638916016,7.384300231933594,/static_md5/data/fasta/RA59.fa
ERS1790730,BANE,Bronze Age,Lebanon,F,-1600,-1600,K1a2,33.55992889404297,35.375640869140625,
RA61,NESw,Neolithic,Switzerland,M,-2905,-2865,K1a4a1,47.312198638916016,7.384300231933594,/static_md5/data/fasta/RA61.fa
RA60,NESw,Neolithic,Switzerland,M,-2905,-2865,K1a4a1,47.312198638916016,7.384300231933594,/static_md5/data/fasta/RA60.fa
30900,NENE,Neolithic,Turkey,U,-6450,-6380,U,37.66666793823242,32.82805633544922,/static_md5/data/fasta/30900.fa
RISE1159,GAC,Neolithic,Poland,F,-2880,-2776,T2b,50.1775016784668,20.5130558013916,/static_md5/data/fasta/RISE1159.fa
Is_2,IAPS,Iron Age,Kazakhstan,U,-900,-700,HV-CRS,50.29999923706055,81.43333435058594,
I3581,MAIB,Middle Ages,Spain,F,400,600,H3,37.32444381713867,-4.005833148956299,/static_md5/data/fasta/I3581.fa
RISE1162,GAC,Neolithic,Poland,M,-2880,-2776,K1a1b1e,50.1775016784668,20.5130558013916,/static_md5/data/fasta/RISE1162.fa
LICOL53,LONG,Middle Ages,Italy,U,570,800,H11a,45.078880310058594,7.566359996795654,/static_md5/data/fasta/LICOL53.fa
UNTA58-62_68Sk2,BBC,Bronze Age,Germany,F,-2470,-2310,K1a,48.31654739379883,10.891151428222656,/static_md5/data/fasta/UNTA58-62_68Sk2.fa
Is_4,IAPS,Iron Age,Kazakhstan,U,-900,-700,H2a1,50.29999923706055,81.43333435058594,
RA62,NESw,Neolithic,Switzerland,M,-2921,-2886,H1+16311,47.312198638916016,7.384300231933594,/static_md5/data/fasta/RA62.fa
RISE1167,GAC,Neolithic,Poland,F,-2880,-2776,J1c3f,50.1775016784668,20.5130558013916,/static_md5/data/fasta/RISE1167.fa
RISE1166,GAC,Neolithic,Poland,F,-2880,-2776,J1c3f,50.1775016784668,20.5130558013916,/static_md5/data/fasta/RISE1166.fa
RISE563,BBC,Copper Age,Germany,M,-2572,-2512,K1c1,48.691001892089844,13.015999794006348,
RISE1171,GAC,Neolithic,Poland,M,-2880,-2776,J1c3f,50.1775016784668,20.5130558013916,/static_md5/data/fasta/RISE1171.fa
Ze_4,IAPS,Iron Age,Kazakhstan,U,-900,-700,D4,50.20000076293945,81.81666564941406,
RISE1170,GAC,Neolithic,Poland,F,-2880,-2776,K1a1b1e,50.1775016784668,20.5130558013916,/static_md5/data/fasta/RISE1170.fa
RA63,BASw,Bronze Age,Switzerland,M,-2046,-1946,H5a,47.58778762817383,8.293325424194336,/static_md5/data/fasta/RA63.fa
Ze_8,IAPS,Iron Age,Kazakhstan,U,-900,-700,D4,50.20000076293945,81.81666564941406,
RISE1172,GAC,Neolithic,Poland,F,-2880,-2776,HV0a,50.1775016784668,20.5130558013916,/static_md5/data/fasta/RISE1172.fa
RA64,BASw,Bronze Age,Switzerland,M,-2206,-2126,K1a1,47.58778762817383,8.293325424194336,/static_md5/data/fasta/RA64.fa
LD270,CAIB,Copper Age,Portugal,F,-2564,-2578,U8a,41.886192321777344,-7.203676700592041,/static_md5/data/fasta/LD270.fa
SX21,NESw,Neolithic,Switzerland,F,-2462,-2299,H3,47.45000076293945,9.291999816894531,/static_md5/data/fasta/SX21.fa
Ze_9,IAPS,Iron Age,Kazakhstan,U,-900,-700,D4j3,50.20000076293945,81.81666564941406,
UNTA58-62_146,EBAGe,Bronze Age,Germany,U,-2009,-1881,H1c,48.31654739379883,10.891151428222656,/static_md5/data/fasta/UNTA58-62_146.fa
RISE564,BBC,Copper Age,Germany,M,-2500,-2000,H-T16311C,48.691001892089844,13.015999794006348,
UNTA58-62_147,EBAGe,Bronze Age,Germany,F,-2031,-1900,H2a1,48.31654739379883,10.891151428222656,/static_md5/data/fasta/UNTA58-62_147.fa
A_4,IASI,Iron Age,Russia,U,-700,-600,D4b1a2a,52.08333206176758,93.69999694824219,
A_5,IASI,Iron Age,Russia,U,-700,-600,C5b1,52.08333206176758,93.69999694824219,
A_10,IASI,Iron Age,Russia,M,-700,-600,A,52.08333206176758,93.69999694824219,
A_8,IASI,Iron Age,Russia,U,-700,-600,U4a3,52.08333206176758,93.69999694824219,
UNTA58-62_149,EBAGe,Bronze Age,Germany,U,-2023,-1892,K1a1b1g,48.31654739379883,10.891151428222656,/static_md5/data/fasta/UNTA58-62_149.fa
A_14,IASI,Iron Age,Russia,U,-700,-600,T1a,52.08333206176758,93.69999694824219,
I3582,MAIB,Middle Ages,Spain,M,400,600,K1b1a,37.32444381713867,-4.005833148956299,/static_md5/data/fasta/I3582.fa
A_17,IASI,Iron Age,Russia,F,-700,-600,H,52.08333206176758,93.69999694824219,
SX22,NESw,Neolithic,Switzerland,F,-3036,-2923,K1a4a1,47.45000076293945,9.291999816894531,/static_md5/data/fasta/SX22.fa
JK2899,CLNE,Classical Age,Egypt,M,-795,-674,T1a7,29.899999618530273,31.200000762939453,
I3583,MAIB,Middle Ages,Spain,M,400,600,HV0f,37.32444381713867,-4.005833148956299,/static_md5/data/fasta/I3583.fa
UNTA58-62_150,EBAGe,Bronze Age,Germany,U,-2009,-1780,U5b1c2,48.31654739379883,10.891151428222656,/static_md5/data/fasta/UNTA58-62_150.fa
SX23,NESw,Neolithic,Switzerland,F,-1883,-1749,X2b4,47.45000076293945,9.291999816894531,/static_md5/data/fasta/SX23.fa
I1303,CAIB,Copper Age,Spain,M,-3363,-1903,U3a1,42.33000183105469,-3.5,/static_md5/data/fasta/I1303.fa
DA6,IASI,Iron Age,Russia,F,-900,-600,U2e2,54.67583465576172,90.8536148071289,/static_md5/data/fasta/DA6.fa
KK1,HGE,Mesolithic,Georgia,M,-7940,-7600,H13c,42.279998779296875,43.279998779296875,/static_md5/data/fasta/KK1.fa
A_21,IASI,Iron Age,Russia,U,-700,-600,A4,52.08333206176758,93.69999694824219,
UNTA58-62_151,EBAGe,Bronze Age,Germany,U,-1946,-1886,U5b1c2,48.31654739379883,10.891151428222656,/static_md5/data/fasta/UNTA58-62_151.fa
UNTA58-62_152,EBAGe,Bronze Age,Germany,U,-2007,-1779,U5b1c2,48.31654739379883,10.891151428222656,/static_md5/data/fasta/UNTA58-62_152.fa
BL_1,IASI,Iron Age,Russia,U,-500,-500,C5+16093,54.0,91.18333435058594,
DA15,IAST,Iron Age,Kazakhstan,M,-755,-680,C4d,48.482208251953125,74.4236831665039,/static_md5/data/fasta/DA15.fa
BL_4,IASI,Iron Age,Russia,U,-500,-500,C5+16093,54.0,91.18333435058594,
SX8,NESw,Neolithic,Switzerland,F,-2695,-2481,U3a1,47.22662353515625,8.818437576293945,/static_md5/data/fasta/SX8.fa
JK2900,CLNE,Classical Age,Egypt,U,-804,-786,HV,29.899999618530273,31.200000762939453,
DA18,IAST,Iron Age,Kazakhstan,F,-753,-681,U5b1c2,51.71055603027344,74.88416290283203,/static_md5/data/fasta/DA18.fa
SX9,NESw,Neolithic,Switzerland,F,-4449,-4341,H5,47.0117073059082,7.250541687011719,/static_md5/data/fasta/SX9.fa
I3584,MAIB,Middle Ages,Spain,M,400,700,H,36.95722198486328,-4.119999885559082,/static_md5/data/fasta/I3584.fa
DA17,IAST,Iron Age,Kazakhstan,M,-800,-773,H10,51.08367919921875,75.42762756347656,/static_md5/data/fasta/DA17.fa
DA19,IAST,Iron Age,Kazakhstan,M,-801,-749,U7a4,51.268611907958984,78.07389068603516,/static_md5/data/fasta/DA19.fa
Be_3,IAAL,Iron Age,Kazakhstan,U,-400,-300,H-CRS,49.33333206176758,86.19999694824219,
I0357,YAM,Bronze Age,Russia,F,-3090,-2913,W6c,53.380001068115234,50.38999938964844,/static_md5/data/fasta/I0357.fa
SATP,HGE,Mesolithic,Georgia,M,-11430,-11180,K,42.380001068115234,42.59000015258789,
SX10,NESw,Neolithic,Switzerland,M,-2695,-2481,U3a1,47.22662353515625,8.818437576293945,/static_md5/data/fasta/SX10.fa
I12030,MAIB,Middle Ages,Spain,F,500,600,J1c3g,42.01655960083008,2.814897060394287,/static_md5/data/fasta/I12030.fa
UNTA58-62_153,EBAGe,Bronze Age,Germany,M,-1971,-1776,R1a1a,48.31654739379883,10.891151428222656,/static_md5/data/fasta/UNTA58-62_153.fa
Be_4,IAAL,Iron Age,Kazakhstan,U,-400,-300,A,49.33333206176758,86.19999694824219,
Be_9,IAAL,Iron Age,Kazakhstan,F,-400,-300,A4f,49.33333206176758,86.19999694824219,
SX11,NESw,Neolithic,Switzerland,M,-4458,-4362,J1c1b,47.0117073059082,7.250541687011719,/static_md5/data/fasta/SX11.fa
Be_11,IAAL,Iron Age,Kazakhstan,M,-400,-300,C4a1+16129,49.33333206176758,86.19999694824219,
DA38,IAMo,Iron Age,Mongolia,F,-201,-148,D4b2b4,49.274444580078125,101.71583557128906,/static_md5/data/fasta/DA38.fa
SX17,NESw,Neolithic,Switzerland,F,-2470,-2336,U4a2f,47.45000076293945,9.291999816894531,/static_md5/data/fasta/SX17.fa
I1534,CWC,Neolithic,Germany,M,-2500,-2050,K1a1b2a,51.41999816894531,11.680000305175781,
Ta_1,IAAL,Iron Age,Kazakhstan,U,-400,-300,K2b1a,49.28333282470703,86.31666564941406,
I1314,CAIB,Copper Age,Spain,M,-3363,-1903,J2a1a1,42.33000183105469,-3.5,/static_md5/data/fasta/I1314.fa
Ak5_4,IAAL,Iron Age,Russia,U,-400,-300,D4b1,49.28333282470703,87.53333282470703,
DA47,IAKa,Iron Age,Kazakhstan,M,-168,-83,C4,41.42805480957031,75.32971954345703,/static_md5/data/fasta/DA47.fa
SX18,IASw,Iron Age,Switzerland,F,-178,2,B4c1b2c2,47.45000076293945,9.291999816894531,/static_md5/data/fasta/SX18.fa
DA50,IAKa,Iron Age,Kyrgyzstan,F,-550,-50,U5a1d2b,41.42805480957031,75.32971954345703,/static_md5/data/fasta/DA50.fa
Ak5_8,IAAL,Iron Age,Russia,U,-400,-300,A,49.28333282470703,87.53333282470703,
DA53,IAKa,Iron Age,Kazakhstan,F,-453,-446,U5a1a1,41.42805480957031,75.32971954345703,/static_md5/data/fasta/DA53.fa
UzOO77,HGN,Mesolithic,Russia,F,-5500,-5000,R1b,62.04600143432617,35.36399841308594,/static_md5/data/fasta/UzOO77.fa
I0429,YAM,Bronze Age,Russia,M,-3339,-2918,T2c1a2,53.380001068115234,50.38999938964844,/static_md5/data/fasta/I0429.fa
DA55,IAKa,Iron Age,Kazakhstan,M,-89,-74,HV6,41.42805480957031,75.32971954345703,/static_md5/data/fasta/DA55.fa
RISE150,UNC,Bronze Age,Poland,F,-1885,-1693,U5a1b1,50.91999816894531,16.959999084472656,/static_md5/data/fasta/RISE150.fa
SX20,NESw,Neolithic,Switzerland,M,-1693,-1609,K1a4a1,47.45000076293945,9.291999816894531,/static_md5/data/fasta/SX20.fa
I12032,MAIB,Middle Ages,Spain,M,500,600,C4a1a+195,42.01655960083008,2.814897060394287,/static_md5/data/fasta/I12032.fa
RISE509,BARu,Bronze Age,Russia,F,-2887,-2677,T2c1a2,54.58000183105469,90.77999877929688,/static_md5/data/fasta/RISE509.fa
UNTA85_110,BBC,Bronze Age,Germany,F,-2290,-2141,J1c1b1a,48.317440032958984,10.890859603881836,/static_md5/data/fasta/UNTA85_110.fa
K_1,IAAL,Iron Age,Russia,U,-400,-300,H-CRS,49.41666793823242,87.58333587646484,
I1838,CAIB,Copper Age,Spain,F,-3354,-2943,J1c3,42.630001068115234,-2.700000047683716,/static_md5/data/fasta/I1838.fa
VK1_1,IAAL,Iron Age,Russia,U,-400,-300,K1,49.383331298828125,87.56666564941406,
I1584,CACA,Copper Age,Turkey,F,-3943,-3708,K1a17,40.29999923706055,29.566667556762695,/static_md5/data/fasta/I1584.fa
JK2904,CLNE,Classical Age,Egypt,U,-362,-210,R0a1a,29.899999618530273,31.200000762939453,
DA71,IAKa,Iron Age,Kazakhstan,F,252,308,A16,41.50138854980469,75.79472351074219,/static_md5/data/fasta/DA71.fa
ElMiron,HGW,Mesolithic,Spain,F,-16880,-16660,U5b,43.2599983215332,-3.450000047683716,
Ala_2,IAAL,Iron Age,Russia,U,-400,-300,C4,50.20000076293945,87.69999694824219,
SX26,NESw,Neolithic,Switzerland,F,-2461,-2295,K2b1,47.45000076293945,9.291999816894531,/static_md5/data/fasta/SX26.fa
B3_1,IAAL,Iron Age,Russia,U,-400,-300,T1a1b,49.81666564941406,89.13333129882812,
RISE510,BARu,Bronze Age,Russia,F,-2851,-2468,J2a2a,54.58000183105469,90.77999877929688,/static_md5/data/fasta/RISE510.fa
SX29,NESw,Neolithic,Switzerland,M,-4800,-4600,T2b,48.55445861816406,7.681748867034912,/static_md5/data/fasta/SX29.fa
JK2911,CLNE,Classical Age,Egypt,M,-769,-560,M1a1,29.899999618530273,31.200000762939453,
ILK001,GAC,Bronze Age,Ukraine,M,-2899,-2706,J1c3,49.560001373291016,27.690000534057617,
UNTA85_1343,BBC,Bronze Age,Germany,M,-2397,-2149,J1c2,48.31744384765625,10.890864372253418,/static_md5/data/fasta/UNTA85_1343.fa
Bt_1,IAAL,Iron Age,Russia,U,-400,-300,T2b+@16296,50.20000076293945,87.69999694824219,
I2495,BANE,Bronze Age,Turkey,M,-2558,-2295,H,37.91999816894531,30.709999084472656,/static_md5/data/fasta/I2495.fa
RISE511,BARu,Bronze Age,Russia,F,-2909,-2679,J2a2a,54.58000183105469,90.77999877929688,/static_md5/data/fasta/RISE511.fa
I2403,GAC,Bronze Age,Poland,M,-2870,-2575,U5b2b1,52.849998474121094,17.8799991607666,/static_md5/data/fasta/I2403.fa
SX30,NESw,Neolithic,Switzerland,F,-4786,-4618,U8b1b1,48.55445861816406,7.681748867034912,/static_md5/data/fasta/SX30.fa
J12_1,IAAL,Iron Age,Russia,U,-400,-300,T2b+@16296,49.766666412353516,89.30000305175781,
I0707,NENE,Neolithic,Turkey,F,-6500,-6200,K1a4,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I0707.fa
J12_8,IAAL,Iron Age,Russia,U,-400,-300,A8,49.766666412353516,89.30000305175781,
DA98,IAKy,Iron Age,Kyrgyzstan,F,61,144,J1d6,42.15944290161133,77.40638732910156,/static_md5/data/fasta/DA98.fa
I1842,CAIB,Copper Age,Spain,M,-3350,-2750,H1e1a,42.630001068115234,-2.700000047683716,/static_md5/data/fasta/I1842.fa
J12_9,IAAL,Iron Age,Russia,U,-400,-300,G1a1,49.766666412353516,89.30000305175781,
I2433,GAC,Bronze Age,Poland,F,-3100,-2900,H28,52.849998474121094,17.8799991607666,/static_md5/data/fasta/I2433.fa
U1_2,IAAL,Iron Age,Russia,U,-400,-300,Z1a,49.68333435058594,89.0999984741211,
UNTA85_1163,EBAGe,Bronze Age,Germany,M,-2021,-1885,H23,48.317447662353516,10.890865325927734,/static_md5/data/fasta/UNTA85_1163.fa
U2_1,IAAL,Iron Age,Russia,U,-400,-300,F2a,49.68333435058594,89.0999984741211,
I2434,GAC,Bronze Age,Poland,F,-3400,-2800,U5b1d1,52.849998474121094,17.8799991607666,/static_md5/data/fasta/I2434.fa
I0709,NENE,Neolithic,Turkey,M,-6500,-6200,U3,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I0709.fa
SX32,NESw,Neolithic,Switzerland,M,-2463,-2208,N1n1n,48.55445861816406,7.681748867034912,/static_md5/data/fasta/SX32.fa
SX33,NESw,Neolithic,Switzerland,M,-4766,-4601,H1,48.55445861816406,7.681748867034912,/static_md5/data/fasta/SX33.fa
DA111,BACz,Iron Age,Czech Republic,M,-836,-780,H6a1a,50.5099983215332,14.050000190734863,/static_md5/data/fasta/DA111.fa
I2440,GAC,Bronze Age,Poland,M,-3100,-2900,H1b,52.849998474121094,17.8799991607666,/static_md5/data/fasta/I2440.fa
U4_4,IAAL,Iron Age,Russia,U,-400,-300,K,49.68333435058594,89.0999984741211,
DA118,MAKy,Middle Ages,Kyrgyzstan,F,1029,1049,F2g,42.07444381713867,76.96666717529297,/static_md5/data/fasta/DA118.fa
DA119,IASk,Iron Age,Slovakia,M,353,407,U4b3,49.07777786254883,20.317222595214844,/static_md5/data/fasta/DA119.fa
I2499,BANE,Bronze Age,Turkey,F,-2836,-2472,K1a2,37.91999816894531,30.709999084472656,/static_md5/data/fasta/I2499.fa
I1072,NAT,Epipaleolithic,Israel,M,-11840,-9760,N1b,32.650001525878906,35.06700134277344,/static_md5/data/fasta/I1072.fa
I0736,NENE,Neolithic,Turkey,F,-6500,-6200,N1a1a1a,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I0736.fa
OBKR_2,EBAGe,Bronze Age,Germany,F,-2023,-1894,K1a4a1,48.266517639160156,10.878156661987305,/static_md5/data/fasta/OBKR_2.fa
DA129,IAKa,Iron Age,Kazakhstan,M,-427,-422,W3b,43.13999938964844,76.22528076171875,/static_md5/data/fasta/DA129.fa
I1843,CAIB,Copper Age,Spain,F,-3092,-2877,U5b1+16189+@16192,42.56999969482422,-2.569999933242798,/static_md5/data/fasta/I1843.fa
I1504,BAHu,Bronze Age,Hungary,M,-1270,-1110,K1a1a,47.81999969482422,19.950000762939453,/static_md5/data/fasta/I1504.fa
RISE479,BAHu,Bronze Age,Hungary,M,-2000,-1500,T2b,47.34000015258789,18.899999618530273,/static_md5/data/fasta/RISE479.fa
DA139,IAST,Iron Age,Russia,F,0,100,U2e1h,47.29344940185547,39.54597854614258,/static_md5/data/fasta/DA139.fa
I1845,CAIB,Copper Age,Spain,M,-3014,-2877,K1a2c,42.56999969482422,-2.569999933242798,/static_md5/data/fasta/I1845.fa
I2683,BANE,Bronze Age,Turkey,F,-2618,-2470,T2b+152,37.91999816894531,30.709999084472656,/static_md5/data/fasta/I2683.fa
I1502,BAHu,Bronze Age,Hungary,F,-2190,-1980,K1c1,47.16999816894531,20.829999923706055,/static_md5/data/fasta/I1502.fa
I0744,NENE,Neolithic,Turkey,M,-6500,-6200,J1c11,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I0744.fa
JK2918,CLNE,Classical Age,Egypt,F,84,129,J2a2e,29.899999618530273,31.200000762939453,
DA177,IAST,Iron Age,Kazakhstan,F,0,1000,D4j1b,52.01583480834961,77.18611145019531,/static_md5/data/fasta/DA177.fa
OBKR_5,EBAGe,Bronze Age,Germany,U,-2113,-1917,V7,48.266517639160156,10.878156661987305,/static_md5/data/fasta/OBKR_5.fa
DA171,IABL,Iron Age,Lithuania,M,0,1000,H2a1,55.7437858581543,24.228036880493164,/static_md5/data/fasta/DA171.fa
I0745,NENE,Neolithic,Turkey,M,-6500,-6200,U8b1b1,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I0745.fa
DA188,MAST,Middle Ages,Russia,M,776,793,I,50.114471435546875,38.300880432128906,/static_md5/data/fasta/DA188.fa
DA190,MAST,Middle Ages,Russia,M,649,680,U1a1c1,50.476192474365234,36.98280334472656,/static_md5/data/fasta/DA190.fa
I0438,YAM,Bronze Age,Russia,M,-3021,-2635,U5a1a1,53.380001068115234,50.380001068115234,/static_md5/data/fasta/I0438.fa
I1846,CAIB,Copper Age,Spain,F,-3014,-2877,T2b3+151,42.56999969482422,-2.569999933242798,/static_md5/data/fasta/I1846.fa
DA197,SCHu,Iron Age,Hungary,M,-506,-505,H2a2a,46.344444274902344,20.162500381469727,/static_md5/data/fasta/DA197.fa
I1096,NENE,Neolithic,Turkey,M,-6500,-6200,N1a1a1,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I1096.fa
OBKR_6,EBAGe,Bronze Age,Germany,F,-2029,-1903,V7,48.266517639160156,10.878156661987305,/static_md5/data/fasta/OBKR_6.fa
I1976,CAIB,Copper Age,Spain,M,-2571,-2347,H3,42.56999969482422,-2.619999885559082,/static_md5/data/fasta/I1976.fa
I1097,NENE,Neolithic,Turkey,M,-6500,-6200,W1-T119C,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I1097.fa
DA204,MAST,Middle Ages,Kazakhstan,M,897,925,A+152+16362+16189,43.20249938964844,76.9816665649414,/static_md5/data/fasta/DA204.fa
I1098,NENE,Neolithic,Turkey,F,-6500,-6200,X2d2,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I1098.fa
DA206,IAST,Iron Age,Kazakhstan,M,133,254,HV13b,42.90194320678711,68.24888610839844,/static_md5/data/fasta/DA206.fa
OBKR_9A,EBAGe,Bronze Age,Germany,F,-2022,-1892,K1a2a,48.266517639160156,10.878156661987305,/static_md5/data/fasta/OBKR_9A.fa
I0854,NENE,Neolithic,Turkey,F,-6500,-6200,N1a1a1a,40.29999923706055,29.566667556762695,/static_md5/data/fasta/I0854.fa
JK2920,CLNE,Classical Age,Egypt,U,-758,-552,U8b1a1,29.899999618530273,31.200000762939453,
I1978,CAIB,Copper Age,Spain,F,-3014,-2877,K1a4a1,42.56999969482422,-2.569999933242798,/static_md5/data/fasta/I1978.fa
I1981,CAIB,Copper Age,Spain,F,-3014,-2891,J1c1,42.56999969482422,-2.569999933242798,/static_md5/data/fasta/I1981.fa
