name,group,epoch,country,sex,year_from,year_to,haplogroup,fasta_url
I2977,NEBI,Neolithic,Great Britain,M,-3008,-2763,H1,/static_md5/data/fasta/I2977.fa
I6581,BBC,Copper Age,Poland,M,-2455,-2145,H6a1a,/static_md5/data/fasta/I6581.fa
DA191,SCHu,Iron Age,Hungary,F,-536,-526,H2a2,/static_md5/data/fasta/DA191.fa
I2629,NEBI,Neolithic,Great Britain,M,-3180,-2780,J1c1b,/static_md5/data/fasta/I2629.fa
SCY006,SCU,Iron Age,Ukraine,F,-700,-700,D4j2,/static_md5/data/fasta/SCY006.fa
I2978,NEBI,Neolithic,Great Britain,M,-3335,-3023,K1b1a1,/static_md5/data/fasta/I2978.fa
I2441,GAC,Bronze Age,Poland,M,-3400,-2800,K1b1a1,/static_md5/data/fasta/I2441.fa
SCY011,SCU,Iron Age,Ukraine,F,-400,-400,A,/static_md5/data/fasta/SCY011.fa
I10853,MAIB,Middle Ages,Spain,M,989,1153,U4a1,/static_md5/data/fasta/I10853.fa
I2565,BBC,Bronze Age,Great Britain,M,-2457,-2147,W1+119,/static_md5/data/fasta/I2565.fa
I4253,BBC,Copper Age,Poland,M,-2456,-2207,U5a2c,/static_md5/data/fasta/I4253.fa
I2631,NEBI,Neolithic,Great Britain,M,-3097,-2906,H5,/static_md5/data/fasta/I2631.fa
I3133,NEBI,Neolithic,Great Britain,M,-3631,-3377,K1a+195,/static_md5/data/fasta/I3133.fa
SCY009,SCU,Iron Age,Ukraine,M,-700,-700,J2b1a6,/static_md5/data/fasta/SCY009.fa
I3134,NEBI,Neolithic,Great Britain,M,-3633,-3377,T2f4,/static_md5/data/fasta/I3134.fa
I0111,BBC,Copper Age,Germany,F,-2475,-2204,H3ao,/static_md5/data/fasta/I0111.fa
DA195,SCHu,Iron Age,Hungary,F,-756,-727,H+16311,/static_md5/data/fasta/DA195.fa
I6774,BBC,Bronze Age,Great Britain,M,-2287,-2044,H4a1a1a,/static_md5/data/fasta/I6774.fa
I2459,BBC,Bronze Age,Great Britain,F,-2455,-2150,T2a1a,/static_md5/data/fasta/I2459.fa
SCY005,SCU,Iron Age,Ukraine,F,-300,-200,H,/static_md5/data/fasta/SCY005.fa
I3135,NEBI,Neolithic,Great Britain,M,-3640,-3383,U5b2a,/static_md5/data/fasta/I3135.fa
Sam1,LBK,Neolithic,Poland,F,-5500,-4800,N1a1a1a,/static_md5/data/fasta/Sam1.fa
I0112,BBC,Copper Age,Germany,F,-2457,-2142,H13a1a2,/static_md5/data/fasta/I0112.fa
I3137,NEBI,Neolithic,Great Britain,M,-3800,-3200,HV0+195,/static_md5/data/fasta/I3137.fa
KM1,LDN,Neolithic,Poland,F,-4700,-3800,U5b1b,/static_md5/data/fasta/KM1.fa
I10897,MAIB,Middle Ages,Spain,F,1033,1204,I1c,/static_md5/data/fasta/I10897.fa
I3138,NEBI,Neolithic,Great Britain,F,-3263,-2923,K1a4a1,/static_md5/data/fasta/I3138.fa
I5757,BBC,Copper Age,Switzerland,M,-2469,-1984,H3af,/static_md5/data/fasta/I5757.fa
I0113,BBC,Copper Age,Germany,F,-2346,-2033,J1c5,/static_md5/data/fasta/I0113.fa
KZ6,LDN,Neolithic,Poland,F,-4400,-4000,N1a1a1a3,/static_md5/data/fasta/KZ6.fa
I3041,NEBI,Neolithic,Great Britain,M,-3942,-3037,K1a3a,/static_md5/data/fasta/I3041.fa
I10854,MAIB,Middle Ages,Spain,M,973,1150,H1n+146,/static_md5/data/fasta/I10854.fa
I3948,NEBA,Neolithic,Croatia,M,-6005,-5814,N1a1,/static_md5/data/fasta/I3948.fa
I5370,NEBI,Neolithic,Great Britain,F,-4000,-3300,K1a+195,/static_md5/data/fasta/I5370.fa
R18_1,LDN,Neolithic,Poland,F,-5364,-5398,K2a,/static_md5/data/fasta/R18_1.fa
DA198,SCHu,Iron Age,Hungary,M,-508,-498,H7a1,/static_md5/data/fasta/DA198.fa
I4872,HGS,Mesolithic,Serbia,F,-7100,-5900,U5a1c,/static_md5/data/fasta/I4872.fa
I2634,NEBI,Neolithic,Great Britain,M,-3703,-3534,U2+152,/static_md5/data/fasta/I2634.fa
PCA0001,MAPl,Middle Ages,Poland,M,80,260,W,
I4229,BBC,Copper Age,Portugal,M,-2336,-2063,U5a2+16362,/static_md5/data/fasta/I4229.fa
I2633,NEBI,Neolithic,Great Britain,F,-3765,-3641,T2e1,/static_md5/data/fasta/I2633.fa
I0806,BBC,Copper Age,Germany,M,-2431,-2150,H1,/static_md5/data/fasta/I0806.fa
I7554,NEBI,Neolithic,Great Britain,M,-3366,-3103,J1c9,/static_md5/data/fasta/I7554.fa
I1775,BABI,Bronze Age,Great Britain,M,-1730,-1532,I3,/static_md5/data/fasta/I1775.fa
I2574,BABI,Bronze Age,Great Britain,F,-1414,-1227,U5a1a2b,/static_md5/data/fasta/I2574.fa
I0405,NEIB,Neolithic,Spain,M,-3900,-3600,K1a1b1,/static_md5/data/fasta/I0405.fa
PCA0003,MAPl,Middle Ages,Poland,F,80,260,H5a1,
I6466,BBC,Copper Age,Portugal,M,-2700,-2300,K1b1a1,/static_md5/data/fasta/I6466.fa
I5358,NEBI,Neolithic,Great Britain,F,-3080,-2904,K1a1,/static_md5/data/fasta/I5358.fa
PCA0004,MAPl,Middle Ages,Poland,F,80,260,U3a1a1,/static_md5/data/fasta/PCA0004.fa
DA199,MAHu,Middle Ages,Hungary,F,1224,1264,H1ba,/static_md5/data/fasta/DA199.fa
PCA0006,MAPl,Middle Ages,Poland,F,80,120,U5a1d1,/static_md5/data/fasta/PCA0006.fa
PCA0015,MAPl,Middle Ages,Poland,M,80,260,H1f1a,
PCA0007,MAPl,Middle Ages,Poland,F,80,260,W1,/static_md5/data/fasta/PCA0007.fa
I0406,NEIB,Neolithic,Spain,M,-3900,-3600,H1,/static_md5/data/fasta/I0406.fa
I5359,NEBI,Neolithic,Great Britain,M,-3800,-3600,H5,/static_md5/data/fasta/I5359.fa
I5367,BBC,Bronze Age,Great Britain,F,-2467,-2232,V10,/static_md5/data/fasta/I5367.fa
DA201,IAKa,Iron Age,Kazakhstan,F,-171,-88,C4a1a+195,/static_md5/data/fasta/DA201.fa
I4882,HGS,Mesolithic,Serbia,M,-6200,-5900,U4b1b1,/static_md5/data/fasta/I4882.fa
I7250,BBC,Copper Age,Czech Republic,F,-2500,-2200,R1a1a,/static_md5/data/fasta/I7250.fa
PCA0026,MAPl,Middle Ages,Poland,F,80,260,T2b16,/static_md5/data/fasta/PCA0026.fa
I3875,BBC,Copper Age,France,M,-2133,-1946,H1e,/static_md5/data/fasta/I3875.fa
I4607,HGS,Mesolithic,Romania,M,-7340,-6640,U5a2,/static_md5/data/fasta/I4607.fa
I4067,BBC,Copper Age,The Netherlands,F,-1946,-1690,R1b1,/static_md5/data/fasta/I4067.fa
I0462,BBC,Copper Age,Spain,F,-2566,-2345,K1a+195,/static_md5/data/fasta/I0462.fa
I7279,CWC,Neolithic,Czech Republic,M,-2900,-2200,H7d,/static_md5/data/fasta/I7279.fa
DA202,IAST,Iron Age,Kazakhstan,F,-733,-690,U5a1,/static_md5/data/fasta/DA202.fa
I7275,BBC,Copper Age,Czech Republic,M,-2500,-2200,U5b2c,/static_md5/data/fasta/I7275.fa
I1549,BBC,Copper Age,Germany,F,-2500,-2050,W1c1,/static_md5/data/fasta/I1549.fa
I5042,EBACz,Bronze Age,Czech Republic,M,-2300,-1900,I4a,/static_md5/data/fasta/I5042.fa
I6476,BBC,Copper Age,Czech Republic,F,-2500,-1900,U5a1b1,/static_md5/data/fasta/I6476.fa
PCA0030,MAPl,Middle Ages,Poland,F,110,160,H2a2b,/static_md5/data/fasta/PCA0030.fa
I1530,BBC,Copper Age,Germany,M,-2458,-2140,H3ao,/static_md5/data/fasta/I1530.fa
I5043,EBACz,Bronze Age,Czech Republic,M,-2300,-1900,U4c1a,/static_md5/data/fasta/I5043.fa
I5665,BBC,Copper Age,Spain,M,-2280,-1984,K1a24a,/static_md5/data/fasta/I5665.fa
I4946,BBC,Copper Age,Czech Republic,F,-2296,-2146,I4a,/static_md5/data/fasta/I4946.fa
PCA0031,MAPl,Middle Ages,Poland,F,10,375,K2a,
I0407,NEIB,Neolithic,Spain,F,-3900,-3600,K1b1a1,/static_md5/data/fasta/I0407.fa
I7195,UNC,Bronze Age,Czech Republic,F,-2200,-1700,H3v+16093,/static_md5/data/fasta/I7195.fa
I4655,HGS,Mesolithic,Romania,M,-7060,-6570,K1,/static_md5/data/fasta/I4655.fa
I4947,BBC,Copper Age,Czech Republic,M,-2500,-2000,H17a,/static_md5/data/fasta/I4947.fa
DA203,MAST,Middle Ages,Kazakhstan,M,950,1250,G2a2,/static_md5/data/fasta/DA203.fa
PCA0036,MAPl,Middle Ages,Poland,M,80,260,U5b1d1,/static_md5/data/fasta/PCA0036.fa
I4247,BBC,Copper Age,Spain,F,-2464,-2210,T2b3,/static_md5/data/fasta/I4247.fa
I7196,UNC,Bronze Age,Czech Republic,M,-2200,-1700,K1a+195,/static_md5/data/fasta/I7196.fa
I7197,UNC,Bronze Age,Czech Republic,M,-2200,-1700,X2b6,/static_md5/data/fasta/I7197.fa
PCA0041,MAPl,Middle Ages,Poland,M,80,260,N,
I7199,UNC,Bronze Age,Czech Republic,M,-2200,-1700,J1c3a,/static_md5/data/fasta/I7199.fa
I4889,BBC,Copper Age,Czech Republic,M,-2281,-2062,U4a2,/static_md5/data/fasta/I4889.fa
I7201,UNC,Bronze Age,Czech Republic,F,-2200,-1700,U5a1a2b,/static_md5/data/fasta/I7201.fa
PCA0044,MAPl,Middle Ages,Poland,F,80,260,H5a1,/static_md5/data/fasta/PCA0044.fa
I4884,EBACz,Bronze Age,Czech Republic,M,-1882,-1745,H4a1a1a,/static_md5/data/fasta/I4884.fa
PCA0045,MAPl,Middle Ages,Poland,F,80,260,U5b1d1,
I5237,HGS,Mesolithic,Serbia,M,-9500,-6200,U5a2a,/static_md5/data/fasta/I5237.fa
I5236,HGS,Mesolithic,Serbia,M,-8290,-7825,U5a2d,/static_md5/data/fasta/I5236.fa
I5411,HGS,Mesolithic,Romania,M,-7000,-6300,U5a1c1,/static_md5/data/fasta/I5411.fa
I5239,HGS,Mesolithic,Serbia,F,-8535,-8230,U5a2d,/static_md5/data/fasta/I5239.fa
I7211,BBC,Copper Age,Czech Republic,F,-2500,-2200,U5b3,/static_md5/data/fasta/I7211.fa
DA205,MAST,Middle Ages,Kazakhstan,F,950,1250,J1c,/static_md5/data/fasta/DA205.fa
I0408,NEIB,Neolithic,Spain,F,-3893,-3661,U5b1+16189+@16192,/static_md5/data/fasta/I0408.fa
PCA0046,MAPl,Middle Ages,Poland,M,110,160,U8a1a1b,/static_md5/data/fasta/PCA0046.fa
I4892,EBACz,Bronze Age,Czech Republic,F,-1881,-1701,T1a1,/static_md5/data/fasta/I4892.fa
I4893,NECz,Neolithic,Czech Republic,M,-4449,-4348,U5b1b1,/static_md5/data/fasta/I4893.fa
I0171,LNEGe,Neolithic,Germany,F,-2287,-2041,U5a1a2a,/static_md5/data/fasta/I0171.fa
PCA0047,MAPl,Middle Ages,Poland,F,80,260,H5a1,/static_md5/data/fasta/PCA0047.fa
I7286,BBC,Copper Age,Czech Republic,M,-2500,-2200,I4a,/static_md5/data/fasta/I7286.fa
I4894,NECz,Neolithic,Czech Republic,F,-4488,-4368,U8b1b1,/static_md5/data/fasta/I4894.fa
I4303,MLN,Neolithic,France,M,-4778,-4586,H3,/static_md5/data/fasta/I4303.fa
Sarretudvari-Hizofold/9/anc11,MAHu,Middle Ages,Hungary,M,900,970,T2b,
I7212,BBC,Copper Age,Czech Republic,M,-2500,-2200,K1b1a1+199,/static_md5/data/fasta/I7212.fa
PCA0049,MAPl,Middle Ages,Poland,F,110,160,H1a,/static_md5/data/fasta/PCA0049.fa
I4304,MLN,Neolithic,France,M,-4787,-4589,T2c1d+152,/static_md5/data/fasta/I4304.fa
I6480,BBC,Copper Age,Czech Republic,M,-2500,-1900,U4a2,/static_md5/data/fasta/I6480.fa
I7040,BAHu,Bronze Age,Hungary,F,-2500,-2200,K1a4b,/static_md5/data/fasta/I7040.fa
I1381,BBC,Copper Age,France,M,-2400,-1900,H,/static_md5/data/fasta/I1381.fa
PCA0051,MAPl,Middle Ages,Poland,F,110,160,K2a,
I7043,BAHu,Bronze Age,Hungary,M,-2500,-2200,H1b1,/static_md5/data/fasta/I7043.fa
DA207,MEST,Modern Era,Kazakhstan,M,1650,1850,H2a,/static_md5/data/fasta/DA207.fa
I7041,BAHu,Bronze Age,Hungary,M,-2500,-2200,H1b1,/static_md5/data/fasta/I7041.fa
I4070,BANl,Bronze Age,The Netherlands,M,-1880,-1657,U5a1b1a,/static_md5/data/fasta/I4070.fa
PCA0054,MAPl,Middle Ages,Poland,F,80,260,U3a1a,/static_md5/data/fasta/PCA0054.fa
I5409,HGS,Mesolithic,Serbia,F,-9500,-6200,U5a1c,/static_md5/data/fasta/I5409.fa
I5436,HGS,Mesolithic,Romania,F,-7451,-6698,U5a2,/static_md5/data/fasta/I5436.fa
PCA0056,MAPl,Middle Ages,Poland,F,80,260,T2b6a,/static_md5/data/fasta/PCA0056.fa
I10277,NEIB,Neolithic,Spain,M,-3400,-2500,X2c1,/static_md5/data/fasta/I10277.fa
I4071,BANl,Bronze Age,The Netherlands,F,-1883,-1664,H6a1a,/static_md5/data/fasta/I4071.fa
DA208,MEST,Modern Era,Kazakhstan,M,1650,1850,H1,/static_md5/data/fasta/DA208.fa
PCA0057,MAPl,Middle Ages,Poland,F,110,160,J1c7a,/static_md5/data/fasta/PCA0057.fa
I6531,EBAPl,Bronze Age,Poland,M,-2286,-2038,U5b2b1a1,/static_md5/data/fasta/I6531.fa
I6579,EBAPl,Bronze Age,Poland,F,-2335,-2046,K1a4a1g,/static_md5/data/fasta/I6579.fa
I2008,LBK,Neolithic,Germany,F,-5212,-4992,N1a1a1,/static_md5/data/fasta/I2008.fa
I2026,LBK,Neolithic,Germany,M,-5500,-4850,N1a1a1a3,/static_md5/data/fasta/I2026.fa
ANI153,CABA,Copper Age,Bulgaria,M,-4551,-4374,U4,/static_md5/data/fasta/ANI153.fa
ANI152,CABA,Copper Age,Bulgaria,M,-4683,-4406,U2,/static_md5/data/fasta/ANI152.fa
I3589,BBC,Copper Age,Germany,M,-2300,-2150,U4d1,/static_md5/data/fasta/I3589.fa
I3599,BBC,Copper Age,Germany,M,-2300,-2150,H1e1a,/static_md5/data/fasta/I3599.fa
I10278,NEIB,Neolithic,Spain,M,-3400,-2500,U5b1,/static_md5/data/fasta/I10278.fa
Ust_Ishim,HGE,Upper Paleolithic,Russia,M,-45530,-40610,R*,/static_md5/data/fasta/Ust_Ishim.fa
PCA0060,MAPl,Middle Ages,Poland,M,80,260,U5b1d1,/static_md5/data/fasta/PCA0060.fa
I3593,BBC,Copper Age,Germany,F,-2397,-2145,H1,/static_md5/data/fasta/I3593.fa
I10280,NEIB,Neolithic,Spain,M,-3400,-2500,J1c1,/static_md5/data/fasta/I10280.fa
DA220,IAKa,Iron Age,Kazakhstan,M,-350,-50,HV6,/static_md5/data/fasta/DA220.fa
I10283,NEIB,Neolithic,Spain,M,-3400,-2500,H,/static_md5/data/fasta/I10283.fa
PCA0061,MAPl,Middle Ages,Poland,U,80,260,H1ak,/static_md5/data/fasta/PCA0061.fa
I6475,BBC,Copper Age,Spain,F,-2500,-2000,U5b3,/static_md5/data/fasta/I6475.fa
I2029,LBK,Neolithic,Germany,F,-5295,-5057,K1,/static_md5/data/fasta/I2029.fa
I1553,BBC,Copper Age,Spain,F,-2850,-2250,pre-H103,/static_md5/data/fasta/I1553.fa
E09613_d,BBC,Copper Age,Germany,F,-2289,-2140,H1,
DA221,IAKa,Iron Age,Kazakhstan,M,-790,-747,J1b1a1,/static_md5/data/fasta/DA221.fa
PCA0063,MAPl,Middle Ages,Poland,M,10,375,H2a5,/static_md5/data/fasta/PCA0063.fa
DA223,IAKa,Iron Age,Kazakhstan,M,-403,-374,J1c5a,/static_md5/data/fasta/DA223.fa
DA224,MAST,Middle Ages,Kazakhstan,M,264,273,H,/static_md5/data/fasta/DA224.fa
Gyvakarai1,CWC,Neolithic,Lithuania,M,-2690,-2470,K1b2a,/static_md5/data/fasta/Gyvakarai1.fa
I0262,BBC,Copper Age,Spain,F,-2850,-2250,U5b3,/static_md5/data/fasta/I0262.fa
I0258,BBC,Copper Age,Spain,F,-2850,-2250,H1q,/static_md5/data/fasta/I0258.fa
DA227,IAKa,Iron Age,Kazakhstan,F,-350,-50,U5b2c,/static_md5/data/fasta/DA227.fa
DA228,MAST,Middle Ages,Kazakhstan,M,550,850,A15c,/static_md5/data/fasta/DA228.fa
I10284,NEIB,Neolithic,Spain,M,-3400,-2500,U5b1,/static_md5/data/fasta/I10284.fa
RISE1,CWC,Neolithic,Poland,U,-2865,-2578,K1b1a1,
I2032,LBK,Neolithic,Germany,F,-5500,-4850,J1c,/static_md5/data/fasta/I2032.fa
I2478,BBC,Copper Age,Italy,M,-2194,-1939,K1a2a,/static_md5/data/fasta/I2478.fa
I1378,NEUk,Neolithic,Ukraine,M,-4519,-4343,U4b,/static_md5/data/fasta/I1378.fa
I4936,BBC,Copper Age,Italy,F,-2500,-1900,K1a,/static_md5/data/fasta/I4936.fa
DA229,IAST,Iron Age,Kazakhstan,M,-250,250,A8a1,/static_md5/data/fasta/DA229.fa
I0585,HGW,Mesolithic,Spain,M,-5983,-5747,U5b2c,/static_md5/data/fasta/I0585.fa
DA230,MAKa,Middle Ages,Kazakhstan,M,750,950,F1b1e,/static_md5/data/fasta/DA230.fa
I2036,LBK,Neolithic,Germany,F,-5500,-4850,V1,/static_md5/data/fasta/I2036.fa
I2038,LBK,Neolithic,Germany,F,-5350,-5000,T2b,/static_md5/data/fasta/I2038.fa
RISE145,UNC,Bronze Age,Poland,M,-2188,-1958,H6a1b,
RISE493,BARu,Bronze Age,Russia,M,-1531,-1427,C4a1c,
DA231,BAKa,Bronze Age,Kazakhstan,F,-1592,-1591,U2e1h,/static_md5/data/fasta/DA231.fa
I2158,HGS,Epigravettian,Italy,F,-14776,-9873,U2'3'4'7'8'9,/static_md5/data/fasta/I2158.fa
I2016,LBK,Neolithic,Germany,F,-5500,-4850,V1,/static_md5/data/fasta/I2016.fa
I10285,NEIB,Neolithic,Spain,F,-3400,-2500,T2b,/static_md5/data/fasta/I10285.fa
DA243,IACA,Iron Age,Russia,M,300,400,W1,/static_md5/data/fasta/DA243.fa
I4875,HGS,Mesolithic,Serbia,F,-6615,-6400,U5b1d1a,/static_md5/data/fasta/I4875.fa
RISE494,BARu,Bronze Age,Russia,M,-1416,-1268,I4a1,
I10286,NEIB,Neolithic,Spain,M,-3400,-2500,U5b1,/static_md5/data/fasta/I10286.fa
I11248,NEIB,Neolithic,Spain,M,-3400,-3000,J2a1a1a,/static_md5/data/fasta/I11248.fa
I4073,BBC,Copper Age,The Netherlands,M,-2195,-1905,U5a2b3,/static_md5/data/fasta/I4073.fa
I2021,LBK,Neolithic,Germany,M,-5500,-4850,T2b,/static_md5/data/fasta/I2021.fa
RISE497,BARu,Bronze Age,Russia,M,-1414,-1261,A+152+16362,
I11249,NEIB,Neolithic,Spain,M,-3400,-3000,U5b1,/static_md5/data/fasta/I11249.fa
LICOL48,LONG,Middle Ages,Italy,U,570,800,None,
RISE499,BARu,Bronze Age,Russia,F,-1496,-1306,H5a1,
DA343,BASI,Bronze Age,Russia,M,-2647,-1776,D4j4,/static_md5/data/fasta/DA343.fa
I0118,LNEGe,Neolithic,Germany,F,-2471,-2246,H+16311,/static_md5/data/fasta/I0118.fa
RISE515,BARu,Bronze Age,Russia,F,-2340,-2145,A8a,
RISE516,BARu,Bronze Age,Russia,F,-2201,-2036,H6a1b,
I11300,NEIB,Neolithic,Spain,F,-3400,-3000,J2a1a1a,/static_md5/data/fasta/I11300.fa
RISE525,BARu,Bronze Age,Russia,U,-1598,-1398,I5c,
I6612,CAIB,Copper Age,Spain,F,-2479,-1945,J1c3,/static_md5/data/fasta/I6612.fa
I0550,CWC,Neolithic,Germany,F,-2570,-2471,T1a1,/static_md5/data/fasta/I0550.fa
DA353,BASI,Bronze Age,Russia,M,-2647,-1776,A+152+16362+16189,/static_md5/data/fasta/DA353.fa
I6613,CAIB,Copper Age,Spain,F,-2479,-1945,U5b1,/static_md5/data/fasta/I6613.fa
PCA0002,MAPl,Middle Ages,Poland,M,10,375,H28a1,/static_md5/data/fasta/PCA0002.fa
I5771,HGS,Mesolithic,Serbia,M,-6500,-6250,U5a1c1,/static_md5/data/fasta/I5771.fa
AED_106,MAGe,Middle Ages,Germany,M,480,510,V3,/static_md5/data/fasta/AED_106.fa
I11301,NEIB,Neolithic,Spain,F,-3341,-3030,H1j8,/static_md5/data/fasta/I11301.fa
I6630,CAIB,Copper Age,Spain,F,-2900,-2300,J2a1a1,/static_md5/data/fasta/I6630.fa
AED_1119,MAGe,Middle Ages,Germany,F,510,530,W1e1a,/static_md5/data/fasta/AED_1119.fa
I0560,BAC,Neolithic,Germany,F,-3640,-3376,T2e1,/static_md5/data/fasta/I0560.fa
PCA0013,MAPl,Middle Ages,Poland,U,80,260,J1c3,/static_md5/data/fasta/PCA0013.fa
I2014,LBK,Neolithic,Germany,M,-5199,-4857,N1a1a1a3,/static_md5/data/fasta/I2014.fa
RISE598,BABL,Bronze Age,Lithuania,M,-908,-485,H2a2,
I11303,NEIB,Neolithic,Spain,F,-3400,-2500,H1j,/static_md5/data/fasta/I11303.fa
I5773,HGS,Mesolithic,Serbia,M,-8240,-7940,U4a,/static_md5/data/fasta/I5773.fa
I5232,HGS,Mesolithic,Serbia,M,-6061,-5841,K1a,/static_md5/data/fasta/I5232.fa
I7638,BABI,Bronze Age,Great Britain,M,-2286,-1778,V10b,/static_md5/data/fasta/I7638.fa
AED_1135,MAGe,Middle Ages,Germany,F,480,530,H60a,/static_md5/data/fasta/AED_1135.fa
PCA0027,MAPl,Middle Ages,Poland,M,80,120,H1a,/static_md5/data/fasta/PCA0027.fa
AED_125,MAGe,Middle Ages,Germany,F,338,535,K1a,/static_md5/data/fasta/AED_125.fa
I1508,LBK,Neolithic,Hungary,F,-5710,-5570,K1a,/static_md5/data/fasta/I1508.fa
PCA0029,MAPl,Middle Ages,Poland,U,10,375,X2c1,/static_md5/data/fasta/PCA0029.fa
I2301,GAC,Neolithic,Poland,M,-3400,-2800,H1b,/static_md5/data/fasta/I2301.fa
I11305,NEIB,Neolithic,Spain,M,-3400,-2500,J1c1b,/static_md5/data/fasta/I11305.fa
AED_204,MAGe,Middle Ages,Germany,F,480,510,X2b,/static_md5/data/fasta/AED_204.fa
I0172,BEC,Neolithic,Germany,M,-3360,-3086,T2b,/static_md5/data/fasta/I0172.fa
AED_249,MAGe,Middle Ages,Germany,M,460,510,T2c1d1a,/static_md5/data/fasta/AED_249.fa
I10939,BAIB,Bronze Age,Gibraltar,M,-1900,-1400,K1a3a,/static_md5/data/fasta/I10939.fa
CB13,NEIB,Neolithic,Spain,F,-5469,-5327,K1a2a,
I2803,GAC,Neolithic,Poland,U,-3400,-2800,H,/static_md5/data/fasta/I2803.fa
Theo1,HGS,Mesolithic,Greece,F,-7288,-6771,K1c,/static_md5/data/fasta/Theo1.fa
ATP9,BAIB,Bronze Age,Spain,F,-1750,-1618,U5b1b,/static_md5/data/fasta/ATP9.fa
AED_432,MAGe,Middle Ages,Germany,F,480,530,H1h1,/static_md5/data/fasta/AED_432.fa
I4440,HGE,Mesolithic,Latvia,M,-5220,-5039,U4a1,/static_md5/data/fasta/I4440.fa
Donkalnis4,HGN,Mesolithic,Lithuania,M,-6000,-5740,U5b2c1,/static_md5/data/fasta/Donkalnis4.fa
I10941,BAIB,Bronze Age,Gibraltar,M,-1900,-1400,T2e1,/static_md5/data/fasta/I10941.fa
I11306,NEIB,Neolithic,Spain,F,-3400,-2500,J2b1a2,/static_md5/data/fasta/I11306.fa
I1765,BBC,Bronze Age,Great Britain,U,-2341,-2041,N1a1a1a2,/static_md5/data/fasta/I1765.fa
PCA0032,MAPl,Middle Ages,Poland,F,80,120,T2n,/static_md5/data/fasta/PCA0032.fa
AED_513,MAGe,Middle Ages,Germany,F,261,535,H7a,/static_md5/data/fasta/AED_513.fa
Donkalnis6,HGN,Mesolithic,Lithuania,F,-4720,-4530,U5a2e,/static_md5/data/fasta/Donkalnis6.fa
AED_92,MAGe,Middle Ages,Germany,M,480,510,Ua4,/static_md5/data/fasta/AED_92.fa
I0070,MIC,Bronze Age,Greece,M,-2400,-1700,H13a1a,/static_md5/data/fasta/I0070.fa
PCA0034,MAPl,Middle Ages,Poland,F,80,260,K2a,/static_md5/data/fasta/PCA0034.fa
LICOL65,LONG,Middle Ages,Italy,U,570,800,None,
AEH_I,MAGe,Middle Ages,Germany,F,346,529,H5,/static_md5/data/fasta/AEH_I.fa
Donkalnis7,HGN,Mesolithic,Lithuania,M,-5460,-4940,U5a2d1,/static_md5/data/fasta/Donkalnis7.fa
I7635,BABI,Bronze Age,Great Britain,F,-2193,-1978,H1c,/static_md5/data/fasta/I7635.fa
Kivutkalns164,BABL,Bronze Age,Latvia,M,-730,-390,U5a2a1,/static_md5/data/fasta/Kivutkalns164.fa
Kivutkalns153,BABL,Bronze Age,Latvia,M,-800,-545,U5a1a1,/static_md5/data/fasta/Kivutkalns153.fa
Alh_1,MAGe,Middle Ages,Germany,M,200,600,J2a2b,/static_md5/data/fasta/Alh_1.fa
I4595,HGE,Mesolithic,Latvia,F,-5728,-5646,U2e1,/static_md5/data/fasta/I4595.fa
I7569,BABI,Bronze Age,Great Britain,F,-1619,-1457,K1a1b1,/static_md5/data/fasta/I7569.fa
Kivutkalns194,BABL,Bronze Age,Latvia,M,-800,-545,T1a1b,/static_md5/data/fasta/Kivutkalns194.fa
Alh_10,MAGe,Middle Ages,Germany,F,387,535,I1,/static_md5/data/fasta/Alh_10.fa
I7576,BABI,Bronze Age,Great Britain,M,-1206,-1003,J1c2,/static_md5/data/fasta/I7576.fa
I3214,NEIB,Neolithic,Spain,M,-3400,-2500,V3,/static_md5/data/fasta/I3214.fa
Matojo,CAIB,Copper Age,Spain,M,-3010,-3879,H3c3,/static_md5/data/fasta/Matojo.fa
rath1,BABI,Bronze Age,Ireland,M,-2026,-1885,U5a1b1e,
Kivutkalns207,BABL,Bronze Age,Latvia,F,-730,-390,H1b2,/static_md5/data/fasta/Kivutkalns207.fa
Alh_2,MAGe,Middle Ages,Germany,F,260,535,H2a2a1,/static_md5/data/fasta/Alh_2.fa
Kivutkalns209,BABL,Bronze Age,Latvia,M,-450,-230,J1b1a1,/static_md5/data/fasta/Kivutkalns209.fa
Kivutkalns215,BABL,Bronze Age,Latvia,F,-790,-535,H1c,/static_md5/data/fasta/Kivutkalns215.fa
I4630,HGE,Mesolithic,Latvia,M,-7465,-7078,U5a2c,/static_md5/data/fasta/I4630.fa
BIM_33,MAGe,Middle Ages,Germany,F,349,542,U5b1b,/static_md5/data/fasta/BIM_33.fa
rath2,BABI,Bronze Age,Ireland,M,-2024,-1741,U5b2a2,
rath3,BABI,Bronze Age,Ireland,M,-1736,-1534,J2b1a,
Kivutkalns25,BABL,Bronze Age,Latvia,M,-800,-545,H28a,/static_md5/data/fasta/Kivutkalns25.fa
I0071,MIC,Bronze Age,Greece,F,-2400,-1700,U5a1,/static_md5/data/fasta/I0071.fa
BIM_37,MAGe,Middle Ages,Germany,M,580,620,T2b16,/static_md5/data/fasta/BIM_37.fa
I7640,BABI,Bronze Age,Great Britain,M,-1430,-1282,U5a2c2,/static_md5/data/fasta/I7640.fa
I7547,NEIB,Neolithic,Spain,F,-4300,-3700,K1a+195,/static_md5/data/fasta/I7547.fa
