name,group,epoch,country,sex,year_from,year_to,haplogroup,fasta_url
I12163,MAIB,Middle Ages,Spain,F,500,600,J2b1a+16311,/static_md5/data/fasta/I12163.fa
LIAV_29,IAIt,Iron Age,Italy,U,-700,-300,H5'36,/static_md5/data/fasta/LIAV_29.fa
LIAV_31,IAIt,Iron Age,Italy,U,-700,-300,U5a1,/static_md5/data/fasta/LIAV_31.fa
LHSZ23,LONG,Middle Ages,Hungary,U,500,600,H13a1a2,/static_md5/data/fasta/LHSZ23.fa
MX257,BAGe,Bronze Age,Germany,M,-1879,-1696,U4a1a,/static_md5/data/fasta/MX257.fa
I1276,CAIB,Copper Age,Spain,F,-3363,-1903,H3c3,/static_md5/data/fasta/I1276.fa
LHSZ25,LONG,Middle Ages,Hungary,U,500,600,J1c2k,/static_md5/data/fasta/LHSZ25.fa
I2526,NEBA,Neolithic,Bulgaria,F,-5466,-5305,T2e,/static_md5/data/fasta/I2526.fa
EHU002,CAIB,Copper Age,Spain,M,-2562,-2306,K1a4a1,
LIAV_33,IAIt,Iron Age,Italy,U,-700,-300,H,/static_md5/data/fasta/LIAV_33.fa
LIAV_37,IAIt,Iron Age,Italy,M,-700,-300,U3b1b,/static_md5/data/fasta/LIAV_37.fa
MX258,BAGe,Bronze Age,Germany,M,-2028,-1903,U5b1+16189,/static_md5/data/fasta/MX258.fa
I0698,NEBA,Neolithic,Bulgaria,M,-6000,-5900,H,/static_md5/data/fasta/I0698.fa
LIAV_43,IAIt,Iron Age,Italy,U,-700,-300,U2e3,/static_md5/data/fasta/LIAV_43.fa
I2529,NEBA,Neolithic,Bulgaria,M,-5726,-5575,T1a,/static_md5/data/fasta/I2529.fa
I1277,CAIB,Copper Age,Spain,M,-2568,-2346,H3,/static_md5/data/fasta/I1277.fa
MX259,BBC,Neolithic,Germany,M,-2456,-2203,K1a3a,/static_md5/data/fasta/MX259.fa
LHSZ29,LONG,Middle Ages,Hungary,U,500,600,None,
UNTA58-62_148,EBAGe,Bronze Age,Germany,U,-2470,-1776,None,
LHSZ33,LONG,Middle Ages,Hungary,U,500,600,H5a1j,
LIAV_45,IAIt,Iron Age,Italy,U,-700,-300,H2,/static_md5/data/fasta/LIAV_45.fa
MX265,IAGe,Iron Age,Germany,M,-763,-431,H1c,/static_md5/data/fasta/MX265.fa
LHSZ34,LONG,Middle Ages,Hungary,U,500,600,None,
POST_35,EBAGe,Bronze Age,Germany,F,-2033,-1918,H41a,/static_md5/data/fasta/POST_35.fa
I0439,YAM,Bronze Age,Russia,M,-3321,-2921,U5a1a1,/static_md5/data/fasta/I0439.fa
I0644,CANE,Copper Age,Israel,F,-4500,-3900,H4,/static_md5/data/fasta/I0644.fa
POST_44,EBAGe,Bronze Age,Germany,M,-2139,-1979,K1a3a,/static_md5/data/fasta/POST_44.fa
I3947,NEBA,Neolithic,Croatia,M,-5986,-5786,K1b1a,/static_md5/data/fasta/I3947.fa
I1154,CANE,Copper Age,Israel,F,-4500,-3900,T2g1a,/static_md5/data/fasta/I1154.fa
MX270,BAGe,Bronze Age,Germany,M,-2200,-1700,W3a1,/static_md5/data/fasta/MX270.fa
I12164,MAIB,Middle Ages,Spain,F,500,600,C4a1a+195,/static_md5/data/fasta/I12164.fa
I1155,CANE,Copper Age,Israel,M,-4500,-3900,K1a,/static_md5/data/fasta/I1155.fa
I3776,MAIB,Middle Ages,Spain,F,600,700,U5a1i1,/static_md5/data/fasta/I3776.fa
JK2873,CLNE,Classical Age,Egypt,U,-804,-792,T2,
LHSZ45,LONG,Middle Ages,Hungary,U,500,600,J1c,/static_md5/data/fasta/LHSZ45.fa
I1160,CANE,Copper Age,Israel,M,-4500,-3900,N1a1b,/static_md5/data/fasta/I1160.fa
MX275,BAGe,Bronze Age,Germany,M,-2135,-1961,W3a1,/static_md5/data/fasta/MX275.fa
I1280,CAIB,Copper Age,Spain,F,-3363,-1903,J1c1,/static_md5/data/fasta/I1280.fa
I1164,CANE,Copper Age,Israel,F,-4500,-3900,J2a2d,/static_md5/data/fasta/I1164.fa
I1281,CAIB,Copper Age,Spain,F,-2865,-2575,H1t,/static_md5/data/fasta/I1281.fa
RISE566,BBC,Copper Age,Czech Republic,M,-2279,-2033,H,
POST_47,EBAGe,Bronze Age,Germany,M,-2134,-1956,K2a5,/static_md5/data/fasta/POST_47.fa
I0554,SMC,Neolithic,Germany,U,-3237,-3171,J1c,/static_md5/data/fasta/I0554.fa
MX277,BAGe,Bronze Age,Germany,F,-1926,-1770,H5a1,/static_md5/data/fasta/MX277.fa
I1165,CANE,Copper Age,Israel,M,-4500,-3900,HV1a’b’c’,/static_md5/data/fasta/I1165.fa
UNTA85_1334,BBC,Bronze Age,Germany,M,-2453,-2152,H15a1,/static_md5/data/fasta/UNTA85_1334.fa
UNTA85_113,BBC,Bronze Age,Germany,M,-2456,-2155,U5b2a3,/static_md5/data/fasta/UNTA85_113.fa
UNTA85_1336,BBC,Bronze Age,Germany,F,-2465,-2300,H2a1,/static_md5/data/fasta/UNTA85_1336.fa
POST_50,EBAGe,Bronze Age,Germany,M,-2196,-2029,T1a1,/static_md5/data/fasta/POST_50.fa
MX279,BAGe,Bronze Age,Germany,M,-1882,-1745,H76a,/static_md5/data/fasta/MX279.fa
I1166,CANE,Copper Age,Israel,M,-4500,-3900,H,/static_md5/data/fasta/I1166.fa
UNTA85_1412,EBAGe,Bronze Age,Germany,M,-2025,-1895,H,
I1168,CANE,Copper Age,Israel,F,-4500,-3900,T2+150,/static_md5/data/fasta/I1168.fa
MX280,BAGe,Bronze Age,Germany,F,-2035,-1910,U5a1,
I3866,MAIB,Middle Ages,Spain,M,600,700,U5a1b1,/static_md5/data/fasta/I3866.fa
OBKR_9B,EBAGe,Bronze Age,Germany,F,-2032,-1903,U5a1i1,/static_md5/data/fasta/OBKR_9B.fa
I1170,CANE,Copper Age,Israel,M,-4500,-3900,T1a2,/static_md5/data/fasta/I1170.fa
I1171,CANE,Copper Age,Israel,M,-4500,-3900,K,/static_md5/data/fasta/I1171.fa
OBKR_47,EBAGe,Bronze Age,Germany,M,-2136,-1977,J2b1a,/static_md5/data/fasta/OBKR_47.fa
OBKR_50,EBAGe,Bronze Age,Germany,F,-2112,-1912,HV0,/static_md5/data/fasta/OBKR_50.fa
POST_84,EBAGe,Bronze Age,Germany,F,-2126,-1928,X2b+226,/static_md5/data/fasta/POST_84.fa
I1172,CANE,Copper Age,Israel,M,-4500,-3900,K1a,/static_md5/data/fasta/I1172.fa
MX283,BAGe,Bronze Age,Germany,M,-2116,-1926,H+16129,/static_md5/data/fasta/MX283.fa
JK2876,CLNE,Classical Age,Egypt,U,-151,-46,T1a8a,
I1178,CANE,Copper Age,Israel,M,-4500,-3900,16,/static_md5/data/fasta/I1178.fa
I12029,MAIB,Middle Ages,Spain,M,500,600,U5a1a1d,/static_md5/data/fasta/I12029.fa
OBKR_82,EBAGe,Bronze Age,Germany,F,-2023,-1894,X2b,/static_md5/data/fasta/OBKR_82.fa
POST_99,EBAGe,Bronze Age,Germany,F,-2130,-1930,K1a4a1,
I1179,CANE,Copper Age,Israel,F,-4500,-3900,T2,/static_md5/data/fasta/I1179.fa
I1181,CANE,Copper Age,Israel,F,-4500,-3900,T2,/static_md5/data/fasta/I1181.fa
I3574,MAIB,Middle Ages,Spain,F,400,600,U5b1+16189+@16192,/static_md5/data/fasta/I3574.fa
MX286,BAGe,Bronze Age,Germany,M,-2029,-2892,N1b1b,/static_md5/data/fasta/MX286.fa
OBKR_85,EBAGe,Bronze Age,Germany,F,-2113,-1915,H27,/static_md5/data/fasta/OBKR_85.fa
POST_111,EBAGe,Bronze Age,Germany,F,-2122,-1941,U5b2b2,/static_md5/data/fasta/POST_111.fa
RISE254,BAHu,Bronze Age,Hungary,M,-2128,-1909,J1c9,/static_md5/data/fasta/RISE254.fa
MX288,BAGe,Bronze Age,Germany,M,-2199,-2028,K1a1a,/static_md5/data/fasta/MX288.fa
I4951,BBC,Bronze Age,Great Britain,M,-2500,-1800,K1b1a1,/static_md5/data/fasta/I4951.fa
I1182,CANE,Copper Age,Israel,F,-4500,-3900,T1a+152,/static_md5/data/fasta/I1182.fa
MX298,NESw,Neolithic,Switzerland,M,-2620,-2448,X2b4,
JK2881,CLNE,Classical Age,Egypt,U,-367,-212,T2c1,
I0441,YAM,Bronze Age,Russia,F,-3010,-2622,H2b,/static_md5/data/fasta/I0441.fa
I1183,CANE,Copper Age,Israel,F,-4500,-3900,R0a,/static_md5/data/fasta/I1183.fa
MX299,NESw,Neolithic,Switzerland,M,-2910,-2679,-,
I1282,CAIB,Copper Age,Spain,M,-3363,-1903,H3,/static_md5/data/fasta/I1282.fa
WEHR_1414,EBAGe,Bronze Age,Germany,U,-2022,-1897,K1a1b1g,/static_md5/data/fasta/WEHR_1414.fa
I1184,CANE,Copper Age,Israel,F,-4500,-3900,T1a+152,/static_md5/data/fasta/I1184.fa
WEHR_1586,EBAGe,Bronze Age,Germany,F,-1951,-1779,V,/static_md5/data/fasta/WEHR_1586.fa
C1,IACA,Iron Age,Nepal,M,-1200,-450,D4j1b,
MX304,NESw,Neolithic,Switzerland,M,-2866,-2601,-,/static_md5/data/fasta/MX304.fa
S10,BACA,Bronze Age,Nepal,M,-200,700,M9a1a1c1b1a,
MX310,NESw,Neolithic,Switzerland,M,-2862,-2581,-,
poz090,CAUk,Copper Age,Ukraine,M,-3350,-3200,U2e1a1,
poz094,BAB,Bronze Age,Ukraine,F,-2200,-1600,J2b1a,
I3575,MAIB,Middle Ages,Spain,M,400,600,U5b1+16189+@16192,/static_md5/data/fasta/I3575.fa
S41,BACA,Bronze Age,Nepal,M,-200,700,F1d,
RA42,NESw,Neolithic,Switzerland,F,-3340,-3097,H3ap,/static_md5/data/fasta/RA42.fa
JK2886,CLNE,Classical Age,Egypt,U,-398,-373,T1a7,
POST_131,EBAGe,Bronze Age,Germany,F,-2120,-1938,T2c1d+152,/static_md5/data/fasta/POST_131.fa
poz220,CAT,Bronze Age,Ukraine,F,-2834,-2499,X4,/static_md5/data/fasta/poz220.fa
RA43,NESw,Neolithic,Switzerland,F,-3330,-3216,K1a4a1a,/static_md5/data/fasta/RA43.fa
poz356,BAB,Bronze Age,Ukraine,M,-1880,-1771,H1e,/static_md5/data/fasta/poz356.fa
RA44,NESw,Neolithic,Switzerland,F,-2914,-2871,K1a+195,/static_md5/data/fasta/RA44.fa
S35,BACA,Bronze Age,Nepal,M,-200,700,M9a1a,
RA45,NESw,Neolithic,Switzerland,F,-3096,-2927,H1,/static_md5/data/fasta/RA45.fa
poz225,YAM,Bronze Age,Ukraine,U,-2858,-2621,U5a1i1,/static_md5/data/fasta/poz225.fa
I3576,MAIB,Middle Ages,Spain,M,408,538,T2c1a2,/static_md5/data/fasta/I3576.fa
S40,BACA,Bronze Age,Nepal,F,-200,700,F1c1a1a,
RA54,NESw,Neolithic,Switzerland,F,-2463,-2274,J2b1a2,/static_md5/data/fasta/RA54.fa
RA57,NESw,Neolithic,Switzerland,F,-2905,-2886,J2b1a2,/static_md5/data/fasta/RA57.fa
poz286,CWC,Neolithic,Poland,F,-2800,-2300,H15a1,/static_md5/data/fasta/poz286.fa
I1284,CAIB,Copper Age,Spain,M,-3363,-1903,H3,/static_md5/data/fasta/I1284.fa
NF-15c,NAMA,Middle Ages,USA,U,1150,1700,A2f1,
NF-47c,NAMA,Middle Ages,USA,U,1150,1700,D1,
RA58,NESw,Neolithic,Switzerland,M,-2937,-2886,H7d,/static_md5/data/fasta/RA58.fa
JK2889,CLNE,Classical Age,Egypt,M,-797,-674,U7,
NF-95c,NAMA,Middle Ages,USA,U,1150,1700,B2,
poz235,CWC,Neolithic,Poland,F,-2800,-2300,H2a2,/static_md5/data/fasta/poz235.fa
NF-217c,NAMA,Middle Ages,USA,U,1150,1700,A2+(64)+@153,
I3577,MAIB,Middle Ages,Spain,F,400,600,H5b,/static_md5/data/fasta/I3577.fa
I1300,CAIB,Copper Age,Spain,F,-3363,-1903,K1a2a,/static_md5/data/fasta/I1300.fa
POST_140,EBAGe,Bronze Age,Germany,M,-2114,-1926,H41a,/static_md5/data/fasta/POST_140.fa
UNTA58-62_68Sk1,BBC,Bronze Age,Germany,M,-2470,-1776,J1c,/static_md5/data/fasta/UNTA58-62_68Sk1.fa
ERS1790732,BANE,Bronze Age,Lebanon,M,-1600,-1600,HV1b1,
RISE559,BBC,Copper Age,Germany,F,-2461,-2207,H46,
RA59,NESw,Neolithic,Switzerland,F,-2898,-2861,H1+16311,/static_md5/data/fasta/RA59.fa
ERS1790730,BANE,Bronze Age,Lebanon,F,-1600,-1600,K1a2,
RA61,NESw,Neolithic,Switzerland,M,-2905,-2865,K1a4a1,/static_md5/data/fasta/RA61.fa
RA60,NESw,Neolithic,Switzerland,M,-2905,-2865,K1a4a1,/static_md5/data/fasta/RA60.fa
30900,NENE,Neolithic,Turkey,U,-6450,-6380,U,/static_md5/data/fasta/30900.fa
RISE1159,GAC,Neolithic,Poland,F,-2880,-2776,T2b,/static_md5/data/fasta/RISE1159.fa
Is_2,IAPS,Iron Age,Kazakhstan,U,-900,-700,HV-CRS,
I3581,MAIB,Middle Ages,Spain,F,400,600,H3,/static_md5/data/fasta/I3581.fa
RISE1162,GAC,Neolithic,Poland,M,-2880,-2776,K1a1b1e,/static_md5/data/fasta/RISE1162.fa
LICOL53,LONG,Middle Ages,Italy,U,570,800,H11a,/static_md5/data/fasta/LICOL53.fa
UNTA58-62_68Sk2,BBC,Bronze Age,Germany,F,-2470,-2310,K1a,/static_md5/data/fasta/UNTA58-62_68Sk2.fa
Is_4,IAPS,Iron Age,Kazakhstan,U,-900,-700,H2a1,
RA62,NESw,Neolithic,Switzerland,M,-2921,-2886,H1+16311,/static_md5/data/fasta/RA62.fa
RISE1167,GAC,Neolithic,Poland,F,-2880,-2776,J1c3f,/static_md5/data/fasta/RISE1167.fa
RISE1166,GAC,Neolithic,Poland,F,-2880,-2776,J1c3f,/static_md5/data/fasta/RISE1166.fa
RISE563,BBC,Copper Age,Germany,M,-2572,-2512,K1c1,
RISE1171,GAC,Neolithic,Poland,M,-2880,-2776,J1c3f,/static_md5/data/fasta/RISE1171.fa
Ze_4,IAPS,Iron Age,Kazakhstan,U,-900,-700,D4,
RISE1170,GAC,Neolithic,Poland,F,-2880,-2776,K1a1b1e,/static_md5/data/fasta/RISE1170.fa
RA63,BASw,Bronze Age,Switzerland,M,-2046,-1946,H5a,/static_md5/data/fasta/RA63.fa
Ze_8,IAPS,Iron Age,Kazakhstan,U,-900,-700,D4,
RISE1172,GAC,Neolithic,Poland,F,-2880,-2776,HV0a,/static_md5/data/fasta/RISE1172.fa
RA64,BASw,Bronze Age,Switzerland,M,-2206,-2126,K1a1,/static_md5/data/fasta/RA64.fa
LD270,CAIB,Copper Age,Portugal,F,-2564,-2578,U8a,/static_md5/data/fasta/LD270.fa
SX21,NESw,Neolithic,Switzerland,F,-2462,-2299,H3,/static_md5/data/fasta/SX21.fa
Ze_9,IAPS,Iron Age,Kazakhstan,U,-900,-700,D4j3,
UNTA58-62_146,EBAGe,Bronze Age,Germany,U,-2009,-1881,H1c,/static_md5/data/fasta/UNTA58-62_146.fa
RISE564,BBC,Copper Age,Germany,M,-2500,-2000,H-T16311C,
UNTA58-62_147,EBAGe,Bronze Age,Germany,F,-2031,-1900,H2a1,/static_md5/data/fasta/UNTA58-62_147.fa
A_4,IASI,Iron Age,Russia,U,-700,-600,D4b1a2a,
A_5,IASI,Iron Age,Russia,U,-700,-600,C5b1,
A_10,IASI,Iron Age,Russia,M,-700,-600,A,
A_8,IASI,Iron Age,Russia,U,-700,-600,U4a3,
UNTA58-62_149,EBAGe,Bronze Age,Germany,U,-2023,-1892,K1a1b1g,/static_md5/data/fasta/UNTA58-62_149.fa
A_14,IASI,Iron Age,Russia,U,-700,-600,T1a,
I3582,MAIB,Middle Ages,Spain,M,400,600,K1b1a,/static_md5/data/fasta/I3582.fa
A_17,IASI,Iron Age,Russia,F,-700,-600,H,
SX22,NESw,Neolithic,Switzerland,F,-3036,-2923,K1a4a1,/static_md5/data/fasta/SX22.fa
JK2899,CLNE,Classical Age,Egypt,M,-795,-674,T1a7,
I3583,MAIB,Middle Ages,Spain,M,400,600,HV0f,/static_md5/data/fasta/I3583.fa
UNTA58-62_150,EBAGe,Bronze Age,Germany,U,-2009,-1780,U5b1c2,/static_md5/data/fasta/UNTA58-62_150.fa
SX23,NESw,Neolithic,Switzerland,F,-1883,-1749,X2b4,/static_md5/data/fasta/SX23.fa
I1303,CAIB,Copper Age,Spain,M,-3363,-1903,U3a1,/static_md5/data/fasta/I1303.fa
DA6,IASI,Iron Age,Russia,F,-900,-600,U2e2,/static_md5/data/fasta/DA6.fa
KK1,HGE,Mesolithic,Georgia,M,-7940,-7600,H13c,/static_md5/data/fasta/KK1.fa
A_21,IASI,Iron Age,Russia,U,-700,-600,A4,
UNTA58-62_151,EBAGe,Bronze Age,Germany,U,-1946,-1886,U5b1c2,/static_md5/data/fasta/UNTA58-62_151.fa
UNTA58-62_152,EBAGe,Bronze Age,Germany,U,-2007,-1779,U5b1c2,/static_md5/data/fasta/UNTA58-62_152.fa
BL_1,IASI,Iron Age,Russia,U,-500,-500,C5+16093,
DA15,IAST,Iron Age,Kazakhstan,M,-755,-680,C4d,/static_md5/data/fasta/DA15.fa
BL_4,IASI,Iron Age,Russia,U,-500,-500,C5+16093,
SX8,NESw,Neolithic,Switzerland,F,-2695,-2481,U3a1,/static_md5/data/fasta/SX8.fa
JK2900,CLNE,Classical Age,Egypt,U,-804,-786,HV,
DA18,IAST,Iron Age,Kazakhstan,F,-753,-681,U5b1c2,/static_md5/data/fasta/DA18.fa
SX9,NESw,Neolithic,Switzerland,F,-4449,-4341,H5,/static_md5/data/fasta/SX9.fa
I3584,MAIB,Middle Ages,Spain,M,400,700,H,/static_md5/data/fasta/I3584.fa
DA17,IAST,Iron Age,Kazakhstan,M,-800,-773,H10,/static_md5/data/fasta/DA17.fa
DA19,IAST,Iron Age,Kazakhstan,M,-801,-749,U7a4,/static_md5/data/fasta/DA19.fa
Be_3,IAAL,Iron Age,Kazakhstan,U,-400,-300,H-CRS,
I0357,YAM,Bronze Age,Russia,F,-3090,-2913,W6c,/static_md5/data/fasta/I0357.fa
SATP,HGE,Mesolithic,Georgia,M,-11430,-11180,K,
SX10,NESw,Neolithic,Switzerland,M,-2695,-2481,U3a1,/static_md5/data/fasta/SX10.fa
I12030,MAIB,Middle Ages,Spain,F,500,600,J1c3g,/static_md5/data/fasta/I12030.fa
UNTA58-62_153,EBAGe,Bronze Age,Germany,M,-1971,-1776,R1a1a,/static_md5/data/fasta/UNTA58-62_153.fa
Be_4,IAAL,Iron Age,Kazakhstan,U,-400,-300,A,
Be_9,IAAL,Iron Age,Kazakhstan,F,-400,-300,A4f,
SX11,NESw,Neolithic,Switzerland,M,-4458,-4362,J1c1b,/static_md5/data/fasta/SX11.fa
Be_11,IAAL,Iron Age,Kazakhstan,M,-400,-300,C4a1+16129,
DA38,IAMo,Iron Age,Mongolia,F,-201,-148,D4b2b4,/static_md5/data/fasta/DA38.fa
SX17,NESw,Neolithic,Switzerland,F,-2470,-2336,U4a2f,/static_md5/data/fasta/SX17.fa
I1534,CWC,Neolithic,Germany,M,-2500,-2050,K1a1b2a,
Ta_1,IAAL,Iron Age,Kazakhstan,U,-400,-300,K2b1a,
I1314,CAIB,Copper Age,Spain,M,-3363,-1903,J2a1a1,/static_md5/data/fasta/I1314.fa
Ak5_4,IAAL,Iron Age,Russia,U,-400,-300,D4b1,
DA47,IAKa,Iron Age,Kazakhstan,M,-168,-83,C4,/static_md5/data/fasta/DA47.fa
SX18,IASw,Iron Age,Switzerland,F,-178,2,B4c1b2c2,/static_md5/data/fasta/SX18.fa
DA50,IAKa,Iron Age,Kyrgyzstan,F,-550,-50,U5a1d2b,/static_md5/data/fasta/DA50.fa
Ak5_8,IAAL,Iron Age,Russia,U,-400,-300,A,
DA53,IAKa,Iron Age,Kazakhstan,F,-453,-446,U5a1a1,/static_md5/data/fasta/DA53.fa
UzOO77,HGN,Mesolithic,Russia,F,-5500,-5000,R1b,/static_md5/data/fasta/UzOO77.fa
I0429,YAM,Bronze Age,Russia,M,-3339,-2918,T2c1a2,/static_md5/data/fasta/I0429.fa
DA55,IAKa,Iron Age,Kazakhstan,M,-89,-74,HV6,/static_md5/data/fasta/DA55.fa
RISE150,UNC,Bronze Age,Poland,F,-1885,-1693,U5a1b1,/static_md5/data/fasta/RISE150.fa
SX20,NESw,Neolithic,Switzerland,M,-1693,-1609,K1a4a1,/static_md5/data/fasta/SX20.fa
I12032,MAIB,Middle Ages,Spain,M,500,600,C4a1a+195,/static_md5/data/fasta/I12032.fa
RISE509,BARu,Bronze Age,Russia,F,-2887,-2677,T2c1a2,/static_md5/data/fasta/RISE509.fa
UNTA85_110,BBC,Bronze Age,Germany,F,-2290,-2141,J1c1b1a,/static_md5/data/fasta/UNTA85_110.fa
K_1,IAAL,Iron Age,Russia,U,-400,-300,H-CRS,
I1838,CAIB,Copper Age,Spain,F,-3354,-2943,J1c3,/static_md5/data/fasta/I1838.fa
VK1_1,IAAL,Iron Age,Russia,U,-400,-300,K1,
I1584,CACA,Copper Age,Turkey,F,-3943,-3708,K1a17,/static_md5/data/fasta/I1584.fa
JK2904,CLNE,Classical Age,Egypt,U,-362,-210,R0a1a,
DA71,IAKa,Iron Age,Kazakhstan,F,252,308,A16,/static_md5/data/fasta/DA71.fa
ElMiron,HGW,Mesolithic,Spain,F,-16880,-16660,U5b,
Ala_2,IAAL,Iron Age,Russia,U,-400,-300,C4,
SX26,NESw,Neolithic,Switzerland,F,-2461,-2295,K2b1,/static_md5/data/fasta/SX26.fa
B3_1,IAAL,Iron Age,Russia,U,-400,-300,T1a1b,
RISE510,BARu,Bronze Age,Russia,F,-2851,-2468,J2a2a,/static_md5/data/fasta/RISE510.fa
SX29,NESw,Neolithic,Switzerland,M,-4800,-4600,T2b,/static_md5/data/fasta/SX29.fa
JK2911,CLNE,Classical Age,Egypt,M,-769,-560,M1a1,
ILK001,GAC,Bronze Age,Ukraine,M,-2899,-2706,J1c3,
UNTA85_1343,BBC,Bronze Age,Germany,M,-2397,-2149,J1c2,/static_md5/data/fasta/UNTA85_1343.fa
Bt_1,IAAL,Iron Age,Russia,U,-400,-300,T2b+@16296,
I2495,BANE,Bronze Age,Turkey,M,-2558,-2295,H,/static_md5/data/fasta/I2495.fa
RISE511,BARu,Bronze Age,Russia,F,-2909,-2679,J2a2a,/static_md5/data/fasta/RISE511.fa
I2403,GAC,Bronze Age,Poland,M,-2870,-2575,U5b2b1,/static_md5/data/fasta/I2403.fa
SX30,NESw,Neolithic,Switzerland,F,-4786,-4618,U8b1b1,/static_md5/data/fasta/SX30.fa
J12_1,IAAL,Iron Age,Russia,U,-400,-300,T2b+@16296,
I0707,NENE,Neolithic,Turkey,F,-6500,-6200,K1a4,/static_md5/data/fasta/I0707.fa
J12_8,IAAL,Iron Age,Russia,U,-400,-300,A8,
DA98,IAKy,Iron Age,Kyrgyzstan,F,61,144,J1d6,/static_md5/data/fasta/DA98.fa
I1842,CAIB,Copper Age,Spain,M,-3350,-2750,H1e1a,/static_md5/data/fasta/I1842.fa
J12_9,IAAL,Iron Age,Russia,U,-400,-300,G1a1,
I2433,GAC,Bronze Age,Poland,F,-3100,-2900,H28,/static_md5/data/fasta/I2433.fa
U1_2,IAAL,Iron Age,Russia,U,-400,-300,Z1a,
UNTA85_1163,EBAGe,Bronze Age,Germany,M,-2021,-1885,H23,/static_md5/data/fasta/UNTA85_1163.fa
U2_1,IAAL,Iron Age,Russia,U,-400,-300,F2a,
I2434,GAC,Bronze Age,Poland,F,-3400,-2800,U5b1d1,/static_md5/data/fasta/I2434.fa
I0709,NENE,Neolithic,Turkey,M,-6500,-6200,U3,/static_md5/data/fasta/I0709.fa
SX32,NESw,Neolithic,Switzerland,M,-2463,-2208,N1n1n,/static_md5/data/fasta/SX32.fa
SX33,NESw,Neolithic,Switzerland,M,-4766,-4601,H1,/static_md5/data/fasta/SX33.fa
DA111,BACz,Iron Age,Czech Republic,M,-836,-780,H6a1a,/static_md5/data/fasta/DA111.fa
I2440,GAC,Bronze Age,Poland,M,-3100,-2900,H1b,/static_md5/data/fasta/I2440.fa
U4_4,IAAL,Iron Age,Russia,U,-400,-300,K,
DA118,MAKy,Middle Ages,Kyrgyzstan,F,1029,1049,F2g,/static_md5/data/fasta/DA118.fa
DA119,IASk,Iron Age,Slovakia,M,353,407,U4b3,/static_md5/data/fasta/DA119.fa
I2499,BANE,Bronze Age,Turkey,F,-2836,-2472,K1a2,/static_md5/data/fasta/I2499.fa
I1072,NAT,Epipaleolithic,Israel,M,-11840,-9760,N1b,/static_md5/data/fasta/I1072.fa
I0736,NENE,Neolithic,Turkey,F,-6500,-6200,N1a1a1a,/static_md5/data/fasta/I0736.fa
OBKR_2,EBAGe,Bronze Age,Germany,F,-2023,-1894,K1a4a1,/static_md5/data/fasta/OBKR_2.fa
DA129,IAKa,Iron Age,Kazakhstan,M,-427,-422,W3b,/static_md5/data/fasta/DA129.fa
I1843,CAIB,Copper Age,Spain,F,-3092,-2877,U5b1+16189+@16192,/static_md5/data/fasta/I1843.fa
I1504,BAHu,Bronze Age,Hungary,M,-1270,-1110,K1a1a,/static_md5/data/fasta/I1504.fa
RISE479,BAHu,Bronze Age,Hungary,M,-2000,-1500,T2b,/static_md5/data/fasta/RISE479.fa
DA139,IAST,Iron Age,Russia,F,0,100,U2e1h,/static_md5/data/fasta/DA139.fa
I1845,CAIB,Copper Age,Spain,M,-3014,-2877,K1a2c,/static_md5/data/fasta/I1845.fa
I2683,BANE,Bronze Age,Turkey,F,-2618,-2470,T2b+152,/static_md5/data/fasta/I2683.fa
I1502,BAHu,Bronze Age,Hungary,F,-2190,-1980,K1c1,/static_md5/data/fasta/I1502.fa
I0744,NENE,Neolithic,Turkey,M,-6500,-6200,J1c11,/static_md5/data/fasta/I0744.fa
JK2918,CLNE,Classical Age,Egypt,F,84,129,J2a2e,
DA177,IAST,Iron Age,Kazakhstan,F,0,1000,D4j1b,/static_md5/data/fasta/DA177.fa
OBKR_5,EBAGe,Bronze Age,Germany,U,-2113,-1917,V7,/static_md5/data/fasta/OBKR_5.fa
DA171,IABL,Iron Age,Lithuania,M,0,1000,H2a1,/static_md5/data/fasta/DA171.fa
I0745,NENE,Neolithic,Turkey,M,-6500,-6200,U8b1b1,/static_md5/data/fasta/I0745.fa
DA188,MAST,Middle Ages,Russia,M,776,793,I,/static_md5/data/fasta/DA188.fa
DA190,MAST,Middle Ages,Russia,M,649,680,U1a1c1,/static_md5/data/fasta/DA190.fa
I0438,YAM,Bronze Age,Russia,M,-3021,-2635,U5a1a1,/static_md5/data/fasta/I0438.fa
I1846,CAIB,Copper Age,Spain,F,-3014,-2877,T2b3+151,/static_md5/data/fasta/I1846.fa
DA197,SCHu,Iron Age,Hungary,M,-506,-505,H2a2a,/static_md5/data/fasta/DA197.fa
I1096,NENE,Neolithic,Turkey,M,-6500,-6200,N1a1a1,/static_md5/data/fasta/I1096.fa
OBKR_6,EBAGe,Bronze Age,Germany,F,-2029,-1903,V7,/static_md5/data/fasta/OBKR_6.fa
I1976,CAIB,Copper Age,Spain,M,-2571,-2347,H3,/static_md5/data/fasta/I1976.fa
I1097,NENE,Neolithic,Turkey,M,-6500,-6200,W1-T119C,/static_md5/data/fasta/I1097.fa
DA204,MAST,Middle Ages,Kazakhstan,M,897,925,A+152+16362+16189,/static_md5/data/fasta/DA204.fa
I1098,NENE,Neolithic,Turkey,F,-6500,-6200,X2d2,/static_md5/data/fasta/I1098.fa
